<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.10.15	18:00:00	3001.24	3002.98	2995.50	3001.64	9521	0	70
2019.10.15	21:00:00	3001.64	3003.88	2995.44	2997.14	6572	0	70
2019.10.16	00:00:00	2996.40	2998.34	2994.06	2995.70	1783	0	70
2019.10.16	03:00:00	2995.42	2997.54	2989.10	2992.46	9106	0	70
2019.10.16	06:00:00	2992.28	2992.60	2987.30	2989.70	5611	0	70
2019.10.16	09:00:00	2989.78	2996.54	2987.46	2990.04	9891	0	70
2019.10.16	12:00:00	2990.00	2994.30	2985.70	2992.54	7429	0	70
2019.10.16	15:00:00	2992.54	2997.80	2985.70	2996.60	17228	0	70
2019.10.16	18:00:00	2996.56	2998.18	2986.40	2987.34	10670	0	70
2019.10.16	21:00:00	2987.34	2993.50	2986.78	2992.86	6102	0	70
2019.10.17	00:00:00	2992.10	2993.02	2987.90	2988.72	1701	0	70
2019.10.17	03:00:00	2988.72	2993.36	2986.50	2991.68	6092	0	70
2019.10.17	06:00:00	2991.70	2991.96	2987.14	2987.16	3281	0	70
2019.10.17	09:00:00	2987.24	2998.22	2986.18	2995.24	6946	0	70
2019.10.17	12:00:00	2995.22	3007.46	2992.54	3001.36	10989	0	70
2019.10.17	15:00:00	3001.26	3008.62	2997.30	2998.92	15214	0	70
2019.10.17	18:00:00	2998.90	3001.96	2991.50	2999.90	12823	0	70
2019.10.17	21:00:00	2999.96	3002.86	2996.34	2998.38	6903	0	70
2019.10.18	00:00:00	2998.70	2998.78	2995.88	2997.54	1526	0	70
2019.10.18	03:00:00	2997.54	3000.04	2993.90	2995.04	7205	0	70
2019.10.18	06:00:00	2995.04	2995.94	2990.64	2991.44	4648	0	70
2019.10.18	09:00:00	2991.44	2998.04	2989.92	2997.04	7465	0	70
2019.10.18	12:00:00	2997.02	3001.80	2995.28	3000.92	5110	0	70
2019.10.18	15:00:00	3000.80	3001.70	2987.30	2992.20	12215	0	70
2019.10.18	18:00:00	2992.20	2995.44	2975.90	2991.94	13398	0	70
2019.10.18	21:00:00	2991.94	2995.34	2985.70	2988.70	8537	0	70
2019.10.21	00:00:00	2986.56	2992.82	2985.10	2992.82	2605	0	70
2019.10.21	03:00:00	2992.50	2998.22	2992.50	2996.56	6320	0	70
2019.10.21	06:00:00	2996.44	2997.06	2993.16	2993.26	2841	0	70
2019.10.21	09:00:00	2993.30	2998.46	2990.50	2994.62	7443	0	70
2019.10.21	12:00:00	2994.60	2998.36	2993.30	2997.60	4677	0	70
2019.10.21	15:00:00	2997.24	3004.92	2995.84	3002.06	11786	0	70
2019.10.21	18:00:00	3002.06	3005.82	3000.50	3003.22	7141	0	70
2019.10.21	21:00:00	3003.24	3008.06	3002.90	3007.10	4309	0	70
2019.10.22	00:00:00	3007.50	3007.56	3006.14	3006.40	861	0	70
2019.10.22	03:00:00	3006.46	3015.22	3006.16	3012.46	5677	0	70
2019.10.22	06:00:00	3012.46	3013.76	3011.44	3012.52	2243	0	70
2019.10.22	09:00:00	3012.52	3012.54	3001.96	3004.36	5708	0	70
2019.10.22	12:00:00	3004.32	3011.26	3004.18	3010.76	3976	0	70
2019.10.22	15:00:00	3010.76	3014.92	3008.76	3012.76	10693	0	70
2019.10.22	18:00:00	3012.78	3014.94	3007.90	3011.26	7724	0	70
2019.10.22	21:00:00	3011.26	3013.76	2989.60	2991.36	11420	0	70
2019.10.23	00:00:00	2992.50	2995.40	2991.30	2991.90	1602	0	70
