<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.12.04	18:00:00	97.52	97.65	97.48	97.61	783	0	2
2019.12.04	21:00:00	97.62	97.65	97.54	97.57	487	0	2
2019.12.05	03:00:00	97.53	97.55	97.50	97.51	427	0	2
2019.12.05	06:00:00	97.52	97.54	97.50	97.53	177	0	2
2019.12.05	09:00:00	97.53	97.54	97.45	97.46	876	0	2
2019.12.05	12:00:00	97.46	97.51	97.41	97.43	781	0	2
2019.12.05	15:00:00	97.43	97.48	97.37	97.42	1048	0	2
2019.12.05	18:00:00	97.43	97.44	97.31	97.36	848	0	2
2019.12.05	21:00:00	97.36	97.40	97.33	97.36	515	0	2
2019.12.06	03:00:00	97.37	97.37	97.32	97.33	290	0	2
2019.12.06	06:00:00	97.33	97.37	97.33	97.35	229	0	2
2019.12.06	09:00:00	97.35	97.41	97.32	97.40	728	0	2
2019.12.06	12:00:00	97.40	97.43	97.37	97.42	956	0	2
2019.12.06	15:00:00	97.41	97.81	97.32	97.75	2127	0	2
2019.12.06	18:00:00	97.75	97.77	97.65	97.68	530	0	2
2019.12.06	21:00:00	97.68	97.69	97.63	97.64	350	0	2
2019.12.09	03:00:00	97.66	97.69	97.65	97.68	263	0	2
2019.12.09	06:00:00	97.68	97.68	97.59	97.62	268	0	2
2019.12.09	09:00:00	97.62	97.62	97.57	97.61	879	0	2
2019.12.09	12:00:00	97.60	97.63	97.52	97.53	642	0	2
2019.12.09	15:00:00	97.54	97.60	97.53	97.58	1022	0	2
2019.12.09	18:00:00	97.57	97.67	97.54	97.63	625	0	2
2019.12.09	21:00:00	97.63	97.64	97.59	97.61	364	0	2
2019.12.10	03:00:00	97.63	97.63	97.57	97.60	194	0	2
2019.12.10	06:00:00	97.60	97.60	97.58	97.60	160	0	2
2019.12.10	09:00:00	97.59	97.60	97.52	97.54	977	0	2
2019.12.10	12:00:00	97.53	97.56	97.46	97.53	1174	0	2
2019.12.10	15:00:00	97.52	97.57	97.44	97.46	1265	0	2
2019.12.10	18:00:00	97.45	97.48	97.40	97.43	718	0	2
2019.12.10	21:00:00	97.43	97.45	97.36	97.45	724	0	2
2019.12.11	03:00:00	97.49	97.49	97.46	97.48	360	0	2
2019.12.11	06:00:00	97.47	97.51	97.47	97.51	255	0	2
2019.12.11	09:00:00	97.51	97.57	97.45	97.49	1012	0	2
2019.12.11	12:00:00	97.49	97.57	97.46	97.55	942	0	2
2019.12.11	15:00:00	97.55	97.55	97.38	97.45	1815	0	2
2019.12.11	18:00:00	97.44	97.45	97.32	97.35	685	0	2
2019.12.11	21:00:00	97.36	97.43	97.01	97.12	1792	0	2
2019.12.12	03:00:00	97.07	97.09	97.03	97.03	356	0	2
2019.12.12	06:00:00	97.03	97.08	97.03	97.08	330	0	2
2019.12.12	09:00:00	97.07	97.17	97.05	97.17	641	0	2
2019.12.12	12:00:00	97.17	97.20	97.11	97.15	883	0	2
2019.12.12	15:00:00	97.15	97.42	97.03	97.39	2593	0	2
2019.12.12	18:00:00	97.38	97.51	97.34	97.45	1159	0	2
2019.12.12	21:00:00	97.44	97.52	97.22	97.24	1321	0	2
2019.12.13	03:00:00	96.82	96.82	96.70	96.75	597	0	2
2019.12.13	06:00:00	96.75	96.88	96.75	96.84	479	0	2
2019.12.13	09:00:00	96.84	96.91	96.78	96.80	1480	0	2
2019.12.13	12:00:00	96.80	96.86	96.77	96.86	900	0	2
2019.12.13	15:00:00	96.86	97.17	96.82	97.08	2866	0	2
2019.12.13	18:00:00	97.09	97.23	97.05	97.18	1191	0	2
2019.12.13	21:00:00	97.18	97.22	97.15	97.17	440	0	2
2019.12.16	03:00:00	97.12	97.13	97.05	97.05	225	0	2
2019.12.16	06:00:00	97.06	97.08	96.96	96.97	267	0	2
2019.12.16	09:00:00	96.96	97.12	96.92	97.07	937	0	2
2019.12.16	12:00:00	97.07	97.08	96.95	96.96	475	0	2
2019.12.16	15:00:00	96.96	97.01	96.92	96.96	576	0	2
2019.12.17	09:00:00	96.80	96.83	96.72	96.73	321	0	2
2019.12.17	12:00:00	96.73	96.75	96.58	96.61	1240	0	2
2019.12.17	15:00:00	96.61	96.79	96.60	96.71	2016	0	2
2019.12.17	18:00:00	96.70	96.80	96.69	96.76	979	0	2
2019.12.17	21:00:00	96.76	96.79	96.73	96.74	523	0	2
2019.12.18	03:00:00	96.78	96.89	96.78	96.86	359	0	2
2019.12.18	06:00:00	96.87	96.89	96.82	96.82	314	0	2
2019.12.18	09:00:00	96.83	96.92	96.80	96.86	954	0	2
2019.12.18	12:00:00	96.85	96.94	96.82	96.94	786	0	2
2019.12.18	15:00:00	96.95	97.04	96.85	96.91	1897	0	2
2019.12.18	18:00:00	96.91	96.99	96.89	96.96	774	0	2
2019.12.18	21:00:00	96.96	96.97	96.92	96.97	582	0	2
2019.12.19	03:00:00	96.98	96.98	96.88	96.90	212	0	2
2019.12.19	06:00:00	96.90	96.93	96.89	96.89	282	0	2
2019.12.19	09:00:00	96.89	96.91	96.83	96.84	1071	0	2
2019.12.19	12:00:00	96.85	96.99	96.80	96.98	1437	0	2
2019.12.19	15:00:00	96.97	97.05	96.92	96.99	1734	0	2
2019.12.19	18:00:00	97.00	97.04	96.92	96.93	467	0	1
2019.12.19	21:00:00	96.94	96.96	96.93	96.96	199	0	2
